	GSM8268694	GSM8268695	GSM8268696	GSM8268707	GSM8268708	GSM8268709
23266	417	482	439	297	25	859
79739	869	1049	912	784	61	1982
5567	2252	2748	2190	1246	100	2946
107985046	15	23	20	9	0	50
80135	1971	2471	2130	920	98	2417
2787	3263	3831	3369	1600	118	4043
100505741	96	104	75	50	4	126
1486	473	647	487	289	34	742
105378819	10	4	6	11	1	18
117178	2860	3609	2954	1783	147	4432
23566	180	185	162	51	3	145
55283	183	222	201	230	21	616
126820	25	32	33	36	5	72
84144	519	712	705	210	16	556
148423	1607	2141	1757	812	80	2433
8915	1341	1701	1451	747	61	1853
646626	63	73	63	45	4	95
23576	10712	14705	12080	2871	273	7470
107985054	664	925	920	48	5	151
3491	22030	27674	23846	3496	320	9653
107985057	14	10	19	8	0	19
54680	1754	2339	2017	721	52	1965
255631	24	30	44	25	4	64
57489	1099	1678	1260	725	62	1894
9635	19	34	26	25	1	79
105378828	9	13	19	5	0	22
51100	6349	8413	6846	3351	326	8736
9403	4984	6795	5583	2846	272	7240
9653	3856	4997	3938	2596	240	6134
339524	19	23	18	21	0	35
8543	2222	2811	2345	1386	131	3530
5586	5228	6732	5595	3621	313	9189
2959	552	692	627	361	43	997
56267	998	1326	1147	774	72	2021
494115	1045	1283	1109	608	64	1790
2635	1328	1892	1543	1026	79	2660
105378841	10	17	15	5	0	29
2633	1095	1593	1323	332	43	982
2634	34	32	24	62	4	164
23507	82	96	77	39	0	85
84230	1688	2182	1848	617	36	1576
101927952	20	22	15	10	0	32
55144	2512	3055	2665	883	61	2167
492303	19	30	16	24	1	60
284695	4244	5545	4515	1737	163	4740
84146	3433	4494	3689	2053	180	5134
164045	13	14	10	4	0	13
8317	1993	2670	2113	1434	127	3625
102723436	34	29	25	15	1	53
7049	421	551	499	238	27	671
253152	15	33	38	33	3	56
646817	78	77	86	27	3	89
284697	12	16	29	35	1	106
23285	81	139	118	232	21	454
11146	999	1313	1067	523	52	1375
79871	2106	2720	2523	1259	102	3186
2672	17	20	9	5	0	32
7813	1448	1938	1821	827	55	2140
6125	26192	32213	27593	11277	1105	28136
388650	1221	1563	1347	764	79	1806
6083	22	24	19	14	2	27
26782	35	20	24	10	0	24
22823	2170	2848	2352	1317	106	3229
50999	6761	9131	6743	3766	331	8571
343099	2112	2847	2498	1437	141	4195
100131564	173	225	197	118	8	370
1810	6314	8414	6873	2967	263	7204
54874	3941	4858	4064	2083	181	5356
8412	2590	3087	2902	673	51	1832
100129046	167	189	176	44	3	102
102723480	23	28	20	3	0	5
723788	4	12	10	5	1	17
30836	5344	6930	5871	2277	206	5624
2730	4298	5962	4728	2021	173	4602
24	19	20	14	10	0	33
105378858	48	48	52	16	2	57
9411	23428	31337	26448	11774	1029	30018
107985092	75	41	44	7	0	32
105378859	48	58	56	39	4	112
5825	4684	6197	5048	2554	218	6317
2152	13597	17848	14953	1107	91	2785
101928079	14	20	20	30	2	64
126969	101	126	101	109	6	297
1266	16027	20468	17292	8971	824	22895
105378862	23	24	30	17	0	46
729970	94	81	104	68	10	225
199857	390	480	463	190	20	570
148534	992	1278	903	677	68	1641
100527978	213	286	231	126	10	368
25950	329	459	354	197	21	531
58155	3659	4817	4131	1386	139	3720
1806	1586	1879	1685	1125	113	2770
100873932	38	30	46	34	2	88
105378867	2	14	25	7	0	19
400765	117	104	119	9	1	44
100616452	32	15	33	5	0	13
51375	1538	1758	1482	883	89	2244
9890	74	132	96	29	6	73
54873	221	298	249	125	8	317
391059	228	305	253	211	15	437
178	1573	2112	1651	1501	132	3786
23443	2273	2965	2397	929	83	2348
64645	2119	2752	2226	1357	103	3295
163786	1823	2563	1858	1100	83	2723
54482	1404	1776	1511	768	79	1864
127495	187	243	215	107	14	301
1629	1258	1683	1480	1001	89	2600
100506007	23	28	18	17	4	65
8634	1737	2079	1852	603	75	1750
693138	12	10	12	2	0	9
8556	229	293	251	177	21	437
7412	182	251	226	332	25	872
2135	1803	2446	1941	1435	146	3555
148867	1722	2171	1894	723	61	1952
51611	1830	2461	2063	778	79	2087
102606465	125	144	131	64	8	158
1901	121	150	132	12	0	46
1301	670	889	717	305	27	838
55599	541	783	648	470	59	1356
280	131	187	125	113	15	319
55170	962	1156	1028	483	36	1349
22854	411	420	381	111	11	289
29957	4015	4919	3930	1706	167	3818
284611	1270	1672	1384	950	95	2347
113802	118	167	125	111	15	247
55119	4603	5800	4980	2535	221	7016
6814	2222	3014	2229	1403	141	3696
29899	2213	2919	2550	1715	158	4577
23155	2150	2687	2386	1315	129	3318
22911	1482	1975	1543	740	58	1784
6884	1623	1949	1613	539	61	1449
105378892	12	9	15	8	2	26
56900	1679	2211	1734	797	78	1805
677766	13	33	29	10	1	30
57535	37	44	28	39	1	83
6301	6733	8581	7678	3012	269	8250
1952	1560	1754	1585	1758	142	4910
84722	1428	1538	1509	1185	108	3550
6272	4923	6109	5487	4077	357	11581
5686	3815	4691	4192	2085	215	5739
284612	36	36	33	23	4	70
127002	350	470	391	250	44	756
284613	397	464	456	296	20	721
57463	319	386	332	338	28	825
2773	8934	11928	9680	4029	379	10161
2780	52	71	62	42	1	98
271	1942	2423	2315	1067	77	2947
2948	201	221	199	207	13	541
2946	420	483	488	371	32	963
2944	306	380	384	207	17	596
2947	1435	1805	1630	1053	103	3033
1435	1181	1441	1363	958	79	2544
10768	6768	8360	6983	4744	393	12160
85369	1798	2007	1884	1139	106	3124
257	117	141	126	87	6	229
388662	14	14	10	4	1	12
3749	62	54	63	26	1	87
440600	13	20	28	22	0	48
64783	902	1103	994	562	64	1706
9122	174	196	244	193	20	605
10542	1331	1666	1521	838	85	2226
55791	809	988	883	562	58	1422
128338	836	1044	894	507	56	1378
10390	1001	1391	1137	678	61	1939
79961	130	194	158	147	11	295
1117	11	42	32	19	6	54
5016	22	23	19	15	1	37
79084	3228	4040	3492	1024	82	2635
515	5971	7770	6693	3076	271	8112
128346	196	285	244	100	14	310
5906	3060	3860	3144	1446	139	3689
107985184	28	42	41	18	3	58
55924	235	299	279	384	40	1054
100506343	27	29	22	21	2	61
101928718	21	22	24	18	1	56
11218	2127	2476	2224	898	76	2245
3752	11	14	14	0	0	7
55917	2545	3276	2943	1604	136	4218
7482	160	204	192	112	6	338
54879	882	1054	957	494	43	1347
829	12588	16165	13732	5587	554	13893
4343	4535	5151	4861	3400	251	9290
389	4620	5349	5171	2133	205	6251
333926	27	33	20	16	2	54
284467	12	10	10	8	1	17
100996702	8	18	16	20	1	28
105378911	16	22	15	5	2	16
6566	7806	9699	8479	3579	311	9459
246182	30	43	35	23	1	45
100506392	150	171	190	62	5	184
107985189	58	68	90	28	0	87
100996251	19	32	53	22	0	60
9860	1375	1923	1622	777	64	2065
260425	2003	2451	2191	1103	109	2861
10745	1424	1830	1613	1559	157	4212
54665	1327	1829	1400	804	62	2024
100287722	197	276	219	103	9	284
440603	25	19	21	4	0	13
10717	744	856	777	351	31	944
64858	1291	1681	1353	738	66	1923
204851	5198	6145	5307	3646	297	8947
56944	76	160	123	63	5	175
51592	4305	5881	4813	2582	230	6181
105378913	14	15	27	7	0	21
10286	2369	3172	2694	1247	108	3211
163259	196	234	209	71	4	219
4893	11181	14770	11457	3707	325	9089
7812	41095	52605	44031	18779	1778	49452
80143	2491	3423	2799	1668	157	4403
10100	695	925	718	245	23	650
4803	626	720	796	132	14	373
81839	1759	2105	1653	1175	86	2819
476	13338	15777	13923	7136	618	19048
84852	2183	2695	2435	1225	93	3165
112268235	47	56	51	96	7	239
965	688	842	701	472	46	1065
105378925	13	24	17	2	0	15
3321	541	726	561	634	51	1784
5738	2647	3383	2860	2139	183	5851
9398	709	970	811	588	43	1462
8458	2899	3485	3117	1513	134	4202
80263	215	271	257	266	26	622
10905	3686	4647	4317	2224	185	6374
54855	24	28	25	27	1	68
54834	1145	1455	1392	575	44	1636
10885	2935	3816	3191	947	82	2454
200162	113	162	170	39	3	108
10352	799	1108	982	387	35	967
101929147	298	357	340	223	26	553
107985192	16	10	8	9	0	29
90874	490	679	629	264	33	643
26227	2646	3295	2906	2332	200	6358
105378936	382	462	376	192	12	484
4853	19023	24225	21276	11553	959	32242
9554	6347	8338	6622	3286	308	8010
105378954	19	20	37	21	2	66
728841	3538	4540	4132	1863	151	5185
107985523	69	101	96	34	4	71
767846	278	327	293	117	13	392
100996724	1628	2079	1880	1042	75	2734
107985524	74	105	104	38	1	115
101929796	103	103	102	54	11	171
101060684	2382	3019	2832	1378	112	3855
728855	38	52	39	46	3	105
101929798	13	19	10	6	2	15
106479023	31	71	52	44	4	93
337875	27	42	32	32	2	61
653820	560	696	565	315	26	755
653464	1751	2383	2179	1240	94	3333
107985193	31	40	62	14	2	73
107985194	39	34	35	39	3	84
647121	33	34	48	24	0	42
105371175	11	9	10	3	1	11
107985200	134	215	193	85	9	249
107985201	152	182	187	58	8	208
338391	23	26	20	25	1	36
440686	107	148	124	91	4	205
554282	535	747	558	301	31	805
100996712	992	1241	1056	692	53	1797
100996732	432	504	494	197	18	618
105373467	19	27	30	3	0	12
101954267	15	10	12	1	0	2
284565	2229	2786	2578	1168	104	3457
645166	258	330	338	147	11	400
647135	2310	2957	2648	1694	132	4703
107985595	22	26	28	5	2	27
728833	591	808	588	327	30	841
103091866	28	37	28	34	2	84
100996740	20	25	15	21	0	27
101954266	28	44	35	5	2	11
100288142	3829	5244	5120	2280	185	6888
105371312	428	532	522	183	22	583
101929780	685	893	855	417	29	1277
653519	838	1138	1018	473	48	1211
5174	88	131	111	55	3	204
11126	28	36	47	26	1	52
27246	2205	2686	2391	1060	87	2614
10623	2249	2694	2493	911	72	2381
200035	369	425	381	246	20	628
10401	2004	2260	2084	1585	112	4080
148741	77	89	90	84	10	237
8515	57	96	90	69	5	224
8799	748	911	827	381	35	979
114814	449	534	478	250	30	731
9939	6250	7569	6503	3113	320	8586
105371260	807	965	913	400	36	1191
128077	1662	2202	1791	1365	89	3285
84265	326	396	366	288	23	853
284615	42	38	36	43	2	118
10628	5741	7513	5982	2964	242	6996
101954276	16	13	21	0	0	5
100132406	4065	5158	4867	2780	248	8041
388677	869	1089	998	515	52	1408
170688	832	1015	838	422	37	1036
102724364	601	765	578	322	26	724
112268274	17	14	17	1	0	9
100996756	24	30	20	17	2	42
100288805	26	32	34	27	2	67
149013	1299	1680	1579	870	71	2369
5565	1806	2433	1838	1048	87	2454
9557	2546	3097	2902	1317	119	3512
171423	1417	1728	1390	808	63	2033
2330	105	128	89	61	3	122
607	1082	1270	1074	837	65	2128
51205	329	435	372	356	29	919
51463	716	1043	823	381	42	957
100034743	24	38	35	17	0	49
105371228	25	11	24	14	2	38
200030	1116	1488	1307	756	58	2176
101927468	10	10	8	8	1	24
284561	19	13	4	5	0	17
100132057	21	40	44	36	2	70
107985525	19	24	17	17	0	38
388685	130	162	138	122	8	341
105371224	113	195	168	90	6	243
25832	4822	6183	5804	3215	264	8897
100996763	1363	1883	1755	790	81	2105
440672	920	1149	975	474	40	1192
100996517	385	473	352	203	19	493
9659	7286	9109	8217	4137	368	11455
112268272	104	195	172	67	11	243
400818	1983	2662	2282	1200	101	3381
653513	452	584	569	184	18	620
100996716	429	549	404	231	23	549
100996717	716	939	858	406	37	992
101060226	5790	7450	6876	3738	302	11238
57234	26	37	36	25	4	88
440689	33	105	56	29	1	80
8370	43	59	47	48	1	122
126961	10	51	19	12	2	35
8337	72	139	89	60	7	191
337873	24	35	24	23	1	80
723790	77	133	89	57	6	198
333932	9	47	16	11	1	31
112268238	141	175	180	158	17	444
554313	32	57	41	45	1	99
8349	118	178	132	187	11	375
8338	49	71	32	20	0	51
51027	90	87	97	94	3	239
9900	2381	2692	2379	2677	211	7318
10262	3371	4005	3793	1465	134	4039
10903	548	744	662	692	79	1967
56957	2334	2662	2473	1479	132	4134
105371427	25	26	29	17	1	38
11311	2123	2831	2412	1419	126	3616
51177	2125	2394	2412	1090	69	3325
105371433	12	13	18	14	2	16
81611	13820	17982	13517	7043	789	18429
23632	624	707	586	393	31	945
51107	3954	4717	4186	2416	179	5980
79630	81	76	95	83	11	256
148523	229	230	206	116	11	258
54460	1301	1529	1489	858	64	2317
9129	2974	3753	3319	1869	129	4843
23248	3521	4318	3817	2698	227	6824
80222	1224	1509	1397	786	65	2298
1893	1963	2238	2138	1275	112	3542
100874054	18	3	9	13	3	29
100289061	36	39	53	27	3	74
54507	246	296	335	287	28	751
574406	38	37	56	17	0	65
4170	13772	17692	14074	8283	735	20560
107985203	10	7	11	2	1	18
2029	4396	5323	4803	3118	300	8713
112268239	16	25	18	14	2	34
55204	1200	1383	1242	1173	119	2963
1520	14	20	10	19	1	43
1513	116	132	126	143	15	390
405	1540	2008	1668	1327	103	3633
9869	1564	1973	1666	1074	78	2872
29956	8948	10919	9463	4120	387	10629
8416	79	74	74	141	16	461
55793	253	290	246	406	38	1146
58497	482	631	474	584	33	1361
149428	30	50	36	43	2	136
54964	257	276	260	148	17	412
56882	4177	4912	4373	2561	240	6560
10962	2579	3134	2582	1885	152	4776
126626	565	772	747	336	24	1071
10500	357	429	347	610	42	1754
388695	236	308	240	205	17	515
100534012	499	590	520	224	25	660
79005	505	611	532	235	25	684
29765	22	39	33	20	0	51
6944	1113	1273	1340	672	60	1717
8394	7087	8527	7701	3094	265	8307
5710	4135	4890	4553	2794	244	7896
100507670	8	8	15	10	0	37
57592	1074	1250	1077	907	81	2382
5298	3001	3692	3343	1807	157	5045
5993	1829	2234	2039	1913	210	5417
101927886	18	14	18	14	4	42
8991	78	100	93	210	19	479
5692	6061	7021	6855	3906	342	10066
23126	4766	6115	5797	3357	310	9634
57530	134	176	124	121	8	381
7286	2535	3308	2981	764	49	2164
81609	1209	1627	1412	975	88	2660
11189	301	374	309	225	22	557
65005	2239	2532	2383	986	102	2694
51686	307	330	299	189	19	485
11022	625	769	660	568	47	1466
109729141	13	21	34	22	0	62
100191040	13	9	10	11	1	24
100132111	61	113	78	57	9	172
284486	14	14	13	15	2	47
117145	520	769	656	328	21	839
6281	10571	13141	11663	5086	462	13262
105371441	215	308	265	65	5	231
6282	4472	5147	5037	1874	142	5051
388697	15	20	19	9	1	44
2312	191	266	255	172	10	512
339400	74	84	95	70	6	194
6277	7852	8913	8924	5091	384	13299
6275	60	54	76	61	8	193
101928034	11	19	15	19	1	56
6274	51	52	53	57	6	170
6273	403	438	408	230	15	673
140576	4326	5156	4593	2655	211	6924
6284	1606	1947	1701	1361	121	3713
6271	24	34	30	35	2	75
26097	2763	3328	2861	1621	168	4749
23557	908	1111	967	597	58	1726
3608	12706	15834	14241	6449	616	17298
65123	3922	4873	4340	2980	219	8123
11000	102	122	126	144	14	374
57459	2873	3408	3200	1896	135	5506
101928059	87	102	84	55	4	187
9909	2522	2944	2663	1672	111	4357
200186	1368	1502	1361	894	76	2551
27173	3616	3927	3681	2353	210	6164
148327	172	212	219	257	23	671
10899	2660	3086	2788	1532	121	3912
5872	4017	4497	4172	2751	246	8722
6232	9448	11501	10942	5679	566	16954
91181	25	21	31	11	0	25
7170	29168	37031	31914	12088	1041	31166
25912	4429	5355	4697	2578	237	6917
9898	8832	10510	9635	5164	455	14108
109617023	12	13	18	7	1	29
10456	2003	2166	2177	1100	110	2922
57198	2851	3313	3023	1758	130	4749
3570	131	125	123	86	6	232
126669	46	51	41	32	3	89
55585	2612	3153	2704	1441	141	3914
100874097	287	369	316	182	22	438
1141	2652	3376	2949	1796	148	4716
103	10222	12504	11310	7156	563	18762
105371449	15	5	18	4	0	34
10654	520	571	559	352	47	1017
57326	960	1093	1040	1794	130	5189
90780	1267	1602	1361	1291	107	3206
101928120	640	769	636	455	37	1008
6464	7622	8694	7979	5476	463	15009
1163	3733	4767	4097	1957	185	5563
100423020	11	20	16	8	0	27
80308	1104	1271	1155	465	39	1461
51043	460	484	506	416	34	1200
149095	8	14	19	12	2	60
100505666	30	32	29	31	2	83
8751	2058	2465	2348	1361	91	3697
1945	102	112	142	134	6	339
1944	42	36	41	31	3	102
1942	68	88	72	89	7	262
55974	819	849	793	566	37	1397
54344	125	132	119	123	15	327
200185	1064	1293	1186	560	49	1479
80128	282	330	279	266	14	783
4582	599	674	590	563	31	1464
7059	1409	1523	1511	1122	84	3181
105371450	437	499	497	346	35	1055
4580	1048	1178	1150	747	56	1973
2630	591	729	687	538	50	1510
2629	2102	2703	2352	1715	126	4622
10712	1947	2035	2067	1235	96	3357
10067	2122	2413	2293	1271	85	3170
1196	1825	2079	1928	1573	126	4019
57657	165	231	200	293	24	808
5313	26	29	26	28	3	62
2224	1754	2154	1976	1672	140	4957
284618	1246	1480	1369	1210	98	3404
23623	2118	2452	2228	1395	121	4061
55870	6491	8460	7649	3965	399	11002
693140	46	68	61	40	3	107
645676	77	110	96	53	5	149
101929703	41	40	52	19	1	64
105371452	65	89	81	39	7	109
55154	1585	1803	1623	794	77	2126
55249	3645	4521	4072	2023	147	5306
7818	3482	4356	3845	1811	145	4590
100505728	108	126	115	55	6	165
100129405	1156	1375	1238	642	64	1777
54856	3711	4444	4130	2255	182	5986
23208	2638	3100	2750	1998	152	5212
6016	1426	1870	1499	909	87	2323
22889	2742	3359	3032	1777	163	5021
677771	15	18	20	7	0	22
339403	11	13	11	2	0	4
9181	3849	4610	4411	2386	200	6996
107985209	29	31	30	16	2	51
6746	5748	6866	6095	3059	241	7427
105371729	211	265	270	115	8	351
56893	3148	3619	3289	1704	150	4719
28956	558	644	675	402	37	1281
92312	1083	1269	1167	780	83	2250
4000	14914	17282	16618	7619	567	20753
64218	19	12	11	15	1	39
9673	2200	2641	2358	1269	119	3125
100527963	624	758	633	424	32	1258
11243	1002	1117	1014	645	61	1901
632	30	28	30	29	1	87
79957	97	113	110	79	8	284
23381	7373	8703	7966	4093	307	10959
84283	198	320	262	189	11	528
112770	862	1022	965	743	41	1881
7203	16139	19874	18069	7414	595	19096
128229	60	84	66	38	6	86
4209	1266	1383	1291	991	70	2785
128239	7089	8303	7810	4763	414	13439
128240	1949	2226	2011	997	91	2856
54865	2421	2782	2886	707	75	2162
105371453	15	21	12	35	2	84
10763	106	114	106	146	8	376
1382	500	547	527	508	44	1281
81875	1604	2077	1929	768	87	2100
51093	205	258	232	232	21	658
79590	1485	1680	1524	566	52	1566
3068	15876	18437	16000	9795	876	25441
5546	3270	3653	3611	1619	157	4665
375033	3266	3988	3585	1846	187	5045
149499	25	39	28	29	3	72
9826	2618	3082	2746	1791	162	5333
440695	10	15	16	10	2	24
2117	1969	2190	1960	1011	74	2712
360155	3	10	16	6	0	10
55243	6515	7263	6352	4652	385	12122
100505785	24	33	46	9	0	52
3428	3264	4231	3590	2852	264	7094
57863	28	30	26	31	2	68
54935	149	162	188	88	6	252
56833	24	35	21	23	3	72
284677	27	34	21	20	2	77
391123	12	19	14	11	2	51
107985216	69	101	74	128	11	460
25790	94	102	123	38	2	94
8407	28099	34235	31852	12971	1038	33904
57549	44	52	57	33	7	79
100505633	16	35	22	1	0	7
93183	1005	1264	1044	606	52	1501
93185	564	582	604	386	27	1137
729867	509	583	490	220	26	605
8682	16321	18511	16867	6253	542	16404
50717	3211	3772	3275	2817	218	7364
100287049	116	154	117	113	8	312
5824	3043	3531	3125	1907	155	4738
107985219	309	422	348	170	12	422
1314	12859	15870	14179	6884	633	19136
474338	123	154	152	59	4	256
23385	3056	3853	3296	2190	189	5818
4807	29	14	18	16	1	42
105371466	9	10	6	18	1	42
57216	759	870	791	675	41	1877
57823	120	177	143	38	6	81
50848	318	361	310	446	42	1183
100131187	96	104	80	93	14	196
7391	1093	1115	1043	845	78	2290
257106	14	22	17	8	1	39
81607	17	10	9	16	2	77
126823	18	8	8	10	3	24
5202	1762	2000	1974	776	74	2684
4817	695	915	789	586	54	1624
9191	1256	1443	1353	787	62	2056
51506	1759	2162	1983	1179	129	3292
112543491	85	80	109	52	4	202
27005	839	1010	949	774	60	1997
5498	498	572	479	416	33	1223
8703	1521	1610	1508	914	79	2375
9507	5	11	11	7	0	19
4720	3100	3259	3061	1981	146	5292
84134	762	750	765	373	28	1010
100847090	24	31	21	11	1	27
9970	104	114	139	52	7	121
654790	8	7	15	13	0	29
4359	9	27	15	17	1	70
6391	3562	4488	3752	2619	206	6902
257177	122	128	135	111	12	318
3310	14	3	12	6	0	12
127943	16	23	21	4	1	21
11266	1166	1341	1252	481	32	1228
102724329	17	12	7	4	2	12
22926	3573	4456	4061	1946	169	4951
25903	500	584	472	525	45	1276
9722	114	143	127	114	9	359
284680	2	6	10	22	4	42
400793	264	342	245	303	21	735
127933	16418	22901	17415	7649	705	18495
6675	13131	16324	13865	3238	289	8569
4921	1597	2270	1745	1316	130	3573
51478	241	275	247	331	17	861
339512	198	238	200	27	3	56
5999	24767	31176	27560	4484	381	11253
8490	197	284	254	135	17	337
83540	3138	4062	3399	2068	219	5263
5087	3455	4500	3925	4369	405	11948
4259	1485	1834	1634	1027	87	2673
223	3120	4015	3405	1836	168	4567
54499	3269	4232	3657	1726	158	4472
100147773	25	28	39	20	2	83
7371	3134	3750	3575	1347	127	3869
100500832	205	252	237	69	7	191
57645	4622	5857	5289	1944	162	4969
117143	563	831	710	319	17	800
387597	46	62	50	69	3	149
5451	1533	1906	1811	890	89	2719
8804	498	683	548	257	28	755
9019	3542	4529	4005	1998	162	5364
55811	14	19	9	8	2	27
25874	1320	1718	1351	794	75	2327
55827	3454	4362	3795	2543	227	6476
23432	1355	1565	1475	1182	91	3459
261726	2729	3704	3195	1471	121	3784
375035	2056	3200	2646	1008	106	3072
84832	156	234	183	84	8	199
9095	61	54	47	45	2	125
481	3078	3899	3423	1220	100	3210
29922	1137	1393	1233	679	68	1713
8548	1674	2129	1712	861	66	2071
57821	11	17	22	8	0	21
10560	395	515	393	141	13	296
92342	223	329	272	146	12	377
55732	1217	1527	1324	879	81	2254
57147	603	802	679	493	36	1228
22920	1114	1582	1248	707	65	1814
92344	551	672	501	319	32	846
2329	77	96	84	71	8	183
7151	42	34	39	30	1	64
23215	23992	30231	30654	10723	888	31540
8674	623	799	668	465	36	1172
51603	1877	2339	2166	1019	89	2918
26052	140	168	130	107	5	276
102724528	19	21	18	13	0	27
92346	24	33	37	17	2	68
5279	560	685	642	472	40	1105
51430	5048	6596	5453	2521	226	6369
7292	132	143	144	56	4	244
9588	5994	7352	6379	3631	284	9346
339416	19	27	16	12	2	28
27252	1153	1293	1203	624	52	1609
91687	1328	1618	1414	620	45	1565
55157	2849	3661	3187	1689	144	4448
100506046	207	270	272	95	9	239
60674	3800	4938	4352	1171	101	3147
26769	118	155	137	27	1	70
26802	349	473	363	79	8	220
26774	515	674	491	155	9	321
26770	225	366	266	68	5	160
692198	59	74	67	17	1	52
26806	111	109	92	26	3	58
106635533	611	780	739	193	17	583
692197	40	50	51	20	1	34
692196	134	208	166	41	4	83
692195	20	27	16	5	0	11
619498	64	116	74	22	3	51
84614	1170	1609	1500	692	83	2111
149041	1636	2338	2199	925	77	2650
9910	691	945	856	440	26	1115
105371622	102	148	156	67	4	175
27101	6206	8058	6790	2910	249	7496
63931	950	1213	1061	692	64	1824
107985228	21	52	25	21	3	71
64326	1639	2289	1876	788	62	2103
60676	5	10	11	1	0	10
111240474	35	48	31	29	2	62
89866	9	18	8	14	1	29
730102	91	119	97	88	11	141
100302401	49	62	63	39	0	90
9462	2622	3485	3121	1293	109	3484
